Date,SKU,Product Name,Total Tools Price,Total Tools Stock,Sydney Tools Price,Sydney Tools Stock,# Suppliers,Cheapest,Highest,Market Avg,ITM Match Price,Pricing Rule
2026-06-25,WSSA0002029,WORK SHARP 3000 Slotted Wheel,74.45,Yes,,,1,74.45,74.45,74.45,74.45,Matched Total Tools $74.45 (ST not listed)
2026-06-25,WSSA0002043,WORK SHARP 2000 & 3000 Fine Abrasive Kit - 13 Piece,49.3,Yes,,,1,49.3,49.3,49.3,49.300000000000004,Matched Total Tools $49.3 (ST not listed)
2026-06-25,WSSA0002044,WORK SHARP 3000 150mm Micro Mesh Abrasive Kit - 2 Piece,53,Yes,,,1,53,53,53,53,Matched Total Tools $53 (ST not listed)
2026-06-25,WSSA0002703,WORK SHARP P80 Grit Replacement Belt Pack Suits WSKTS-2 - 6 Piece,35,Yes,,,1,35,35,35,35,Matched Total Tools $35 (ST not listed)
2026-06-25,WSSA0002704,Work Sharp WSSA0002704 Abrasives for the Knife & Tool Sharpener (Brown P220 6PK),33,Yes,32.98,Yes,2,32.98,33,32.99,33,Midpoint TT $33 / ST $32.98
2026-06-25,WSSA0002705,Work Sharp WSSA0002705 Abrasives for the Knife & Tool Sharpener (Grey 6000 6PK),33,Yes,32.98,Yes,2,32.98,33,32.99,33,Midpoint TT $33 / ST $32.98
2026-06-25,WSSA0003300-C,Work Sharp WSSA0003300-C Upgrade Kit - Guided Sharpening System,,,135,Yes,1,135,135,135,135,Matched Sydney Tools $135 (TT not listed)
2026-06-25,WSSA0004772,Work Sharp WSSA0004772 Benchtop Precision Adjust Upgrade Kit,,,189,Yes,1,189,189,189,189,Matched Sydney Tools $189 (TT not listed)
2026-06-25,WSSAKO81112,WORK SHARP Blade Grinding Attachment,335,Yes,,,1,335,335,335,335,Matched Total Tools $335 (ST not listed)
2026-06-25,WSSAKO81113,Work Sharp WSSAKO81113 Abrasives for the Ken Onion Edition Knife & Tool Sharpener (Assorted 5PK),,,46,Yes,1,46,46,46,46,Matched Sydney Tools $46 (TT not listed)
2026-06-25,WSSAKO81119,Work Sharp WSSAKO81119 Abrasives for the Ken Onion Edition Knife & Tool Sharpener (X22 1000 Grit 5PK),,,46,Yes,1,46,46,46,46,Matched Sydney Tools $46 (TT not listed)
2026-06-25,WSSAKO81120,Work Sharp WSSAKO81120 Abrasives for the Ken Onion Edition Knife & Tool Sharpener (X4 3000 Grit 5PK),,,44.01,Yes,1,44.01,44.01,44.01,44,Matched Sydney Tools $44.01 (TT not listed)
